movie_title,language,genres,num_user_for_reviews,num_critic_for_reviews,cast_total_facebook_likes,color,country,facenumber_in_poster,content_rating,budget,title_year,duration,num_voted_users,imdb_score,aspect_ratio,actor_2_facebook_likes,movie_facebook_likes,actor_3_facebook_likes,director_facebook_likes,actor_1_facebook_likes
The Magic Sword: Quest for Camelot,English,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,68,34,23961,Color,USA,0,G,40000000,1998,86,11889,6.2,1.85,3400,1200,2300,8,10000
Renaissance Man,English,Comedy|Drama,61,12,17325,Color,USA,1,PG-13,40000000,1994,128,14386,6.1,1.85,2600,725,1300,589,8900
City by the Sea,English,Crime|Drama|Mystery|Thriller,167,103,42801,Color,USA,1,R,60000000,2002,108,21928,6.1,2.35,11000,440,2700,116,22000
Fantastic Mr. Fox,English,Adventure|Animation|Comedy|Crime|Family,254,340,56501,Color,USA,0,PG,40000000,2009,87,149967,7.8,1.85,13000,15000,9500,8400,13000
Showgirls,English,Drama,459,184,21570,Color,France,0,NC-17,45000000,1995,128,52419,4.6,2.35,1400,3600,1100,759,16000
Torque,English,Action|Comedy|Crime,209,85,11289,Color,USA,0,PG-13,40000000,2004,84,24408,4,2.35,1700,1600,1100,35,4400
City Hall,English,Drama,60,50,24669,Color,USA,2,R,40000000,1996,111,17325,6.2,1.85,5600,333,964,17,15000
At First Sight,English,Drama|Romance,105,55,8614, Black and White,USA,1,PG-13,60000000,1999,128,11674,5.9,1.85,1100,1100,1000,35,3600
Big Miracle,English,Biography|Drama|Romance,66,124,8316,Color,USA,3,PG,40000000,2012,107,15892,6.5,2.35,2200,6000,940,57,4300
The Impossible,English,Drama|Thriller,332,378,15914,Color,Spain,0,PG-13,45000000,2012,114,156405,7.6,2.35,6000,55000,2400,203,6400
A Thousand Words,English,Comedy|Drama,97,71,8951,Color,USA,8,PG-13,40000000,2012,91,32730,5.9,2.35,2500,5900,1300,53,3600
Marie Antoinette,English,Biography|Drama|History|Romance,624,265,21252,Color,USA,1,PG-13,40000000,2006,123,84030,6.4,1.85,4100,3700,3900,1400,6200
Get Carter,English,Action|Crime|Drama|Thriller,289,102,31811,Color,USA,1,R,63600000,2000,102,28444,5.1,2.35,5700,644,3300,19,13000
Life or Something Like It,English,Comedy|Romance,128,85,21551,Color,USA,2,PG-13,40000000,2002,103,20212,5.8,2.35,6000,871,1700,82,11000
Kiss of Death,English,Action|Crime|Thriller,60,41,32036,Color,USA,3,R,40000000,1995,101,14792,5.9,1.85,7500,573,4800,58,13000
Memoirs of an Invisible Man,English,Comedy|Romance|Sci-Fi|Thriller,68,45,9003,Color,USA,2,PG-13,40000000,1992,99,18315,5.9,2.35,1900,729,1600,2400,1900
Ishtar,English,Action|Adventure|Comedy|Music|Thriller,131,49,10754,Color,USA,2,PG-13,55000000,1987,107,8969,4.2,1.85,742,800,648,143,7200
Cirque du Freak: The Vampire's Assistant,English,Action|Adventure|Fantasy|Thriller,162,160,45666,Color,USA,3,PG-13,40000000,2009,109,37368,5.9,2.35,9300,3600,4200,81,14000
Am,French,Comedy|Romance,1330,247,6411, Black and White,France,0,R,77000000,2001,122,572459,8.4,2.35,2200,40000,326,1300,3400
New York Minute,English,Comedy|Crime|Family|Romance,111,69,10117,Color,USA,1,PG,30000000,2004,91,18516,4.9,1.85,1200,862,967,31,4800
The Deep End of the Ocean,English,Drama,112,56,13222,Color,USA,1,PG-13,38000000,1999,106,10895,6.3,1.85,2300,604,2000,25,4600
Feardotcom,English,Crime|Horror|Thriller,389,104,5672,Color,UK,1,R,42000000,2002,101,17644,3.3,2.35,1300,629,946,38,2000
Alfie,English,Comedy|Drama|Romance,147,137,12764,Color,UK,1,R,60000000,2004,103,45045,6.2,1.85,2900,2500,877,16,6100
Soul Men,English,Comedy|Drama|Music,25,86,14224,Color,USA,2,R,,2008,100,8060,6.5,2.35,2400,904,1100,95,7500
Universal Soldier: The Return,English,Action|Sci-Fi,164,74,13856,Color,USA,0,R,45000000,1999,83,24965,4.1,1.85,2100,419,619,8,9600
The Gunman,English,Action|Crime|Drama|Mystery|Thriller,116,227,23413,Color,USA,0,R,40000000,2015,115,31266,5.8,2.35,8400,8500,4700,183,8500
Pandorum,English,Action|Horror|Mystery|Sci-Fi|Thriller,319,220,32233,Color,Germany,0,R,33000000,2009,108,126771,6.8,2.35,8400,10000,5600,19,12000
The Crazies,English,Horror|Thriller,256,310,17801,Color,USA,0,R,20000000,2010,101,96801,6.5,2.35,6000,9900,1700,43,6200
Raise the Titanic,English,Action|Adventure|Drama|Thriller,73,29,3857,Color,UK,0,PG,36000000,1980,115,3090,4.7,2.35,629,375,380,6,1800
Duplex,English,Comedy,150,78,16849,Color,USA,3,PG-13,40000000,2003,89,48153,5.9,1.85,3500,1200,3300,2600,4300
Baahubali: The Beginning,Telugu,Action|Adventure|Drama|Fantasy|War,435,49,644,Color,India,2,,18026148,2015,159,76736,8.3,1.85,146,22000,114,51,237
Impostor,English,Drama|Mystery|Sci-Fi|Thriller,207,82,14991,Color,USA,4,R,40000000,2001,95,20545,6.2,1.85,2300,915,1900,42,4900
Victor Frankenstein,English,Drama|Horror|Sci-Fi|Thriller,115,175,25656,Color,USA,2,PG-13,40000000,2015,110,38135,6,2.35,9700,12000,1500,122,11000
Extreme Ops,English,Action|Adventure|Thriller,81,54,6665,Color,UK,0,PG-13,40000000,2002,93,4920,4.5,2.35,2200,163,549,19,3300
Just Visiting,English,Comedy|Fantasy|Sci-Fi,98,62,12382,Color,France,3,PG-13,35000000,2001,88,15816,5.8,2.35,3900,599,1800,8,3900
Snowpiercer,English,Action|Drama|Sci-Fi|Thriller,539,495,32749,Color,South Korea,5,R,39200000,2013,126,199381,7,1.85,6900,60000,3800,597,11000
The Hudsucker Proxy,English,Comedy|Drama|Fantasy,216,82,19961, Black and White,UK,2,PG,30000000,1994,111,67807,7.3,1.85,5900,2900,3600,1700,6100
Sunshine,English,Adventure|Sci-Fi|Thriller,819,312,31167,Color,UK,0,R,26000000,2007,107,200057,7.3,2.35,8200,16000,3900,2000,11000
Billy Lynn's Long Halftime Walk,English,Drama|War,78,146,46808,Color,UK,0,R,40000000,2016,113,12098,6.3,1.85,14000,4500,6600,2600,17000
Hackers,English,Comedy|Crime|Drama|Thriller,227,79,19656,Color,USA,1,PG-13,20000000,1995,107,57013,6.2,2.35,2300,13000,2000,35,11000
Delgo,English,Adventure|Animation|Comedy|Fantasy|Romance,27,39,27547,Color,USA,1,PG,40000000,2008,94,2531,4.4,1.85,3900,216,3600,0,8200
Alex Rider: Operation Stormbreaker,English,Action|Adventure|Family|Thriller,187,66,45058,Color,UK,3,PG,40000000,2006,93,20978,5.1,2.35,6400,837,4800,13,15000
The Hunting Party,English,Adventure|Comedy|Drama|Romance|Thriller|War,90,95,16812,Color,USA,2,R,25000000,2007,101,22618,6.9,2.35,6100,1100,2500,46,7700
Red Cliff,Mandarin,Action|Adventure|Drama|History|War,107,161,2320,Color,China,4,R,553632000,2008,150,38486,7.4,2.35,759,6500,479,628,772
The Last Shot,English,Comedy|Romance,39,42,17874,Color,USA,8,R,,2004,93,3849,5.7,1.85,2800,94,2400,28,3300
Nomad: The Warrior,Kazakh,Drama|History|War,32,28,3412,Color,France,0,R,25000000,2005,112,3405,6,2.35,1100,264,573,44,1200
A Monster in Paris,French,Adventure|Animation|Comedy|Fantasy|Music|Romance,40,63,3381,Color,France,0,PG,25000000,2011,90,16642,6.8,1.85,587,3400,542,10,1100
USS Indianapolis: Men of Courage,English,Action|Drama|History|Thriller|War,66,16,22179,Color,USA,4,R,40000000,2016,128,5029,5.2,,2900,5000,2800,577,13000
The Warlords,Mandarin,Action|Drama|History|Romance|War,63,107,6300,Color,Hong Kong,2,R,40000000,2007,126,23589,7.1,2.35,759,1400,510,31,5000
Dragon Nest: Warriors' Dawn,English,Adventure|Animation|Family|Fantasy,20,4,1166,Color,China,0,,40000000,2014,88,2379,6.4,,108,1900,98,0,753
The Crow,English,Action|Drama|Fantasy,557,122,9408,Color,USA,0,R,23000000,1994,102,142692,7.6,1.85,1800,16000,1500,297,1900
The Time Traveler's Wife,English,Drama|Fantasy|Romance|Sci-Fi,237,212,14406,Color,USA,1,PG-13,39000000,2009,107,120838,7.1,2.35,4400,13000,1100,126,8300
Superman III,English,Action|Comedy|Sci-Fi,230,97,8706,Color,Netherlands,1,PG,39000000,1983,125,53080,4.9,2.35,1900,1200,1200,60,3700
Because I Said So,English,Comedy|Romance,184,111,14401,Color,USA,1,PG-13,,2007,102,33460,5.6,1.85,2100,1500,2000,38,3600
Frankenweenie,English,Animation|Comedy|Family|Horror|Sci-Fi,171,378,10161, Black and White,USA,0,PG,39000000,2012,87,79156,7,1.85,1600,25000,1000,13000,3600
Sgt. Bilko,English,Comedy,74,23,15256,Color,USA,1,PG,39000000,1996,93,18413,5.7,2.35,3500,514,1600,39,6600
Against the Ropes,English,Biography|Drama|Romance|Sport,50,76,10369,Color,USA,2,PG-13,39000000,2004,110,6092,5.3,2.35,2500,179,1700,567,2800
Serenity,English,Action|Adventure|Sci-Fi|Thriller,1603,274,31964,Color,USA,2,PG-13,40000000,2005,119,251801,7.9,2.35,4700,14000,3800,5300,6200
The Grandmaster,Mandarin,Action|Biography|Drama,111,275,6674,Color,Hong Kong,1,PG-13,38600000,2013,130,25992,6.5,2.35,772,14000,291,1400,5600
The Fast and the Furious,English,Action|Crime|Thriller,1005,192,55016,Color,USA,1,PG-13,38000000,2001,106,289661,6.7,2.35,14000,14000,8500,364,23000
Sweet Home Alabama,English,Comedy|Romance,394,71,19126,Color,USA,1,PG-13,38000000,2002,108,87415,6.2,2.35,3500,3500,3400,74,3900
Spy Kids 2: Island of Lost Dreams,English,Action|Adventure|Comedy|Family|Sci-Fi,107,103,41789,Color,USA,3,PG,38000000,2002,100,47849,5.1,1.85,8900,498,5700,2600,12000
The Ugly Truth,English,Comedy|Romance,170,173,27089,Color,USA,2,R,38000000,2009,96,172706,6.5,2.35,4500,9200,990,126,18000
Star Trek: Generations,English,Action|Adventure|Mystery|Sci-Fi|Thriller,259,98,19836,Color,USA,1,PG,35000000,1994,118,63616,6.6,2.35,3900,1700,3600,19,4100
Paul Blart: Mall Cop 2,English,Action|Comedy|Crime|Family,134,78,10548,Color,USA,1,PG,30000000,2015,94,26274,4.4,1.85,2500,8100,1100,99,3200
Mouse Hunt,,Family|Sci-Fi,,,40,,,1,,,,,,,,9,0,5,6,24
Why Him,English,Comedy,115,149,20791,Color,USA,3,R,38000000,2016,111,49372,6.3,2.35,7100,8100,917,35,11000
Water for Elephants,English,Drama|Romance,269,275,40216,Color,USA,1,PG-13,38000000,2011,120,98710,6.9,2.35,11000,32000,3900,508,21000
3rd Rock from the Sun,English,Comedy|Family|Sci-Fi,86,17,27255,Color,USA,4,TV-PG,,,25,39882,7.8,1.33,2000,3300,990,,23000
The Hurricane,English,Biography|Drama|Sport,267,64,30348, Black and White,USA,0,R,50000000,1999,146,79840,7.6,1.85,4000,5400,3400,282,19000
Riddick,English,Action|Sci-Fi|Thriller,345,303,28139,Color,USA,0,R,38000000,2013,119,132235,6.4,2.35,6300,39000,2300,129,14000
Enough,English,Crime|Drama|Thriller,236,96,11145,Color,USA,1,PG-13,38000000,2002,115,32215,5.6,2.35,2500,3000,1100,157,3600
Heartbreakers,English,Comedy|Crime|Romance,219,116,24809,Color,USA,3,PG-13,35000000,2001,123,45657,6.2,2.35,4000,1000,3100,8,7700
The 5th Wave,English,Action|Adventure|Sci-Fi|Thriller,299,210,21389,Color,USA,0,PG-13,38000000,2016,112,73260,5.2,2.35,1100,14000,1000,5,17000
Rush,English,Action|Biography|Drama|History|Sport,487,398,44078,Color,UK,2,R,38000000,2013,123,340198,8.1,2.35,10000,84000,4200,2300,26000
Precious,English,Drama,280,322,7889,Color,USA,0,R,10000000,2009,110,91694,7.3,1.85,1300,12000,990,322,3200
Angel Eyes,English,Drama|Romance,180,106,14594,Color,USA,0,R,53000000,2001,102,20123,5.6,1.85,3600,704,2500,50,5300
The Ninth Gate,English,Drama|Mystery|Thriller,643,171,42440,Color,Spain,0,R,38000000,1999,133,142696,6.7,2.35,948,7700,553,2200,40000
Joe Somebody,English,Comedy|Drama,87,53,10940,Color,USA,1,PG,38000000,2001,98,8786,5.5,1.85,2800,176,1300,11,3900
Extreme Measures,English,Crime|Drama|Mystery|Thriller,75,48,36007,Color,USA,0,R,38000000,1996,118,14672,6.1,2.35,2700,420,2700,157,24000
The Thing,English,Horror|Mystery|Sci-Fi,944,325,8262,Color,USA,0,R,15000000,1982,109,279388,8.2,2.35,2700,26000,1100,2400,3600
Rock Star,English,Drama|Music,191,106,25422,Color,USA,1,R,57000000,2001,105,35738,6.2,2.35,6600,4500,6000,82,8900
White Squall,English,Adventure|Drama,92,37,21645,Color,USA,3,PG-13,38000000,1996,129,18584,6.6,2.35,1800,942,1700,7400,12000
City of Ember,English,Adventure|Family|Fantasy|Sci-Fi,105,118,28601,Color,USA,0,PG,55000000,2008,90,55298,6.5,2.35,5900,2700,5800,27,13000
Switchback,English,Crime|Mystery|Thriller,86,39,19382,Color,USA,1,R,37000000,1997,118,10391,6.4,2.35,6000,423,2300,13,6700
Virgin Territory,English,Adventure|Comedy|History|Romance,30,20,10723,Color,Italy,2,R,38000000,2007,97,6830,4.8,1.85,3200,379,1400,2,4100
Texas Rangers,English,Action|Adventure|Drama|Thriller|Western,67,29,14041,Color,USA,2,PG-13,38000000,2001,90,4875,5.2,2.35,2300,524,1600,50,4300
What to Expect When You're Expecting,English,Comedy|Drama|Romance,89,169,44266,Color,USA,12,PG-13,40000000,2012,110,60116,5.7,2.35,7700,14000,4900,53,10000
The Express,English,Biography|Drama|Sport,47,85,9743, Black and White,USA,0,PG,40000000,2008,130,17280,7.3,2.35,2000,1900,1100,42,3400
The Master,English,Drama,413,549,4827,Color,USA,32,R,32000000,2012,144,113035,7.1,1.85,377,28000,20,3700,4400
Twilight,English,Drama|Fantasy|Romance,1542,350,57932,Color,USA,1,PG-13,37000000,2008,122,361654,5.2,2.35,12000,20000,10000,312,17000
We're the Millers,English,Comedy|Crime,307,290,26316,Color,USA,4,R,37000000,2013,110,335147,7,2.35,4500,35000,2900,47,6600
Creed,English,Drama|Sport,397,458,17298,Color,USA,2,PG-13,35000000,2015,133,175971,7.6,2.35,2100,73000,607,1500,13000
The Town,English,Crime|Drama|Thriller,424,382,37069,Color,USA,7,R,37000000,2010,125,294777,7.6,2.35,6800,29000,5200,6800,10000
Burn After Reading,English,Comedy|Drama,549,345,64004,Color,USA,0,R,37000000,2008,96,260192,7,1.85,12000,9500,9500,1000,24000
Nim's Island,English,Adventure|Comedy|Family|Fantasy,110,137,28183,Color,USA,3,PG,37000000,2008,96,29142,6,2.35,6500,1100,3500,3,18000
Dolphin Tale,English,Drama|Family,90,130,21660,Color,USA,5,PG,37000000,2011,113,18744,6.9,1.85,4300,10000,1800,189,11000
How to Be Single,English,Comedy|Romance,108,162,13864,Color,USA,4,R,38000000,2016,110,60095,6.1,2.35,2600,16000,2200,12,3600
The Rite,English,Drama|Horror|Mystery|Thriller,198,268,23905,Color,USA,1,PG-13,37000000,2011,114,78920,6,2.35,3000,24000,2300,101,12000
Space Chimps,English,Adventure|Animation|Comedy|Family|Sci-Fi,46,79,17689,Color,USA,2,G,37000000,2008,81,9245,4.5,2.35,3300,290,2800,16,4800
Cop Out,English,Action|Comedy|Crime,176,204,19820,Color,USA,2,R,37000000,2010,107,77327,5.6,2.35,2500,4500,1700,2300,13000
Magnolia,English,Drama,1444,224,2025,Color,USA,0,R,37000000,1999,188,249914,8,2.35,671,13000,274,3700,824
Aloha,English,Comedy|Drama|Romance,180,142,58882,Color,USA,1,PG-13,37000000,2015,105,45197,5.4,1.85,14000,12000,13000,499,15000
Dark Planet,Russian,Action|Adventure|Sci-Fi,23,15,618,Color,Russia,0,,29500000,2009,115,4611,5.2,,37,272,31,37,469
John Q,English,Crime|Drama|Thriller,397,129,23779,Color,USA,1,PG-13,36000000,2002,116,104269,7.1,1.85,1700,6200,730,421,19000
Blue Streak,English,Action|Comedy|Crime|Thriller,148,38,7569,Color,USA,2,PG-13,65000000,1999,93,63066,6.3,1.85,1200,1200,1200,10,2100
Never Say Never Again,English,Action|Adventure|Thriller,220,87,16334,Color,UK,3,PG,36000000,1983,134,50916,6.2,2.35,3900,1600,2800,893,7300
Hot Tub Time Machine,English,Comedy|Sci-Fi,249,265,25490,Color,USA,8,R,36000000,2010,101,143726,6.4,1.85,3800,12000,3600,39,5600
Breakdown,English,Action|Crime|Drama|Mystery|Thriller,220,76,5541,Color,USA,1,R,36000000,1997,93,40091,6.9,2.35,556,1300,297,86,3600
Dolphin Tale 2,English,Drama|Family,33,54,20756,Color,USA,0,PG,36000000,2014,107,6535,6.4,1.85,4300,3500,1800,189,11000
Collateral Beauty,English,Drama|Romance,197,170,47625,Color,USA,4,PG-13,36000000,2016,97,44827,6.8,2.35,10000,18000,8800,68,14000
Reindeer Games,English,Action|Adventure|Crime|Thriller,215,130,20412,Color,USA,0,R,42000000,2000,104,32559,5.7,2.35,6800,903,1400,299,9100
A Man Apart,English,Action|Crime|Drama|Thriller,137,110,29270,Color,USA,0,R,36000000,2003,109,39870,6.1,2.35,6600,1200,6000,497,14000
Snow Falling on Cedars,English,Drama|Mystery|Romance|Thriller,196,95,15129,Color,USA,1,PG-13,35000000,1999,127,12629,6.8,2.35,2800,921,2300,97,3400
Ghosts of Mississippi,English,Drama|History,60,32,15309,Color,USA,0,PG-13,36000000,1996,130,8859,6.7,1.85,2400,623,2300,9900,2600
Ip Man 3,Cantonese,Action|Biography|Drama|History,55,80,3525,Color,China,0,PG-13,36000000,2015,105,29691,7.1,2.35,461,12000,85,26,2900
Isn't She Great,English,Biography|Comedy|Romance,64,62,9062,Color,USA,0,R,44000000,2000,95,2030,5.4,1.85,1400,135,1200,34,2200
Gattaca,English,Drama|Sci-Fi|Thriller,651,174,11333,Color,USA,2,PG-13,36000000,1997,106,232985,7.8,2.35,3100,19000,1400,490,3400
There Be Dragons,English,Biography|Drama|War,54,76,16467,Color,Spain,0,PG-13,36000000,2011,122,4024,5.9,2.35,2600,2000,2400,626,3200
Queen of the Desert,English,Biography|Drama|History|Romance,38,122,45613,Color,Morocco,1,PG-13,15000000,2015,128,5452,5.6,2.35,11000,4800,5600,2000,21000
Head of State,English,Comedy,81,45,11374,Color,USA,1,PG-13,35200000,2003,95,15528,5.4,1.85,2300,726,1600,1600,2700
The Hangover,English,Comedy,625,335,38935,Color,USA,3,R,35000000,2009,100,612080,7.8,2.35,7700,25000,4600,483,14000
Austin Powers: The Spy Who Shagged Me,English,Action|Adventure|Comedy|Crime,785,198,57158,Color,USA,5,PG-13,33000000,1999,95,188468,6.6,2.35,2000,1700,1900,118,47000
The Blind Side,English,Biography|Drama|Sport,439,265,19839,Color,USA,0,PG-13,29000000,2009,129,237475,7.7,1.85,5500,40000,2100,110,8700
Batman,English,Action|Adventure,834,189,21668,Color,USA,0,PG-13,35000000,1989,126,283295,7.6,1.85,7300,12000,1500,13000,8500
Lethal Weapon 3,English,Action|Crime|Thriller,137,68,11399,Color,USA,2,R,35000000,1992,118,134084,6.7,2.35,2800,1500,1700,521,5400
True Grit,English,Adventure|Drama|Western,737,494,37913,Color,USA,0,PG-13,38000000,2010,110,255105,7.6,2.35,12000,37000,3200,1000,14000
Rush Hour,English,Action|Comedy|Crime|Thriller,323,71,11577,Color,USA,2,PG-13,33000000,1998,98,197886,6.9,2.35,2400,2800,1000,486,6700
The Devil Wears Prada,English,Comedy|Drama,639,206,44054,Color,USA,0,PG-13,35000000,2006,109,302487,6.8,2.35,11000,10000,5700,68,13000
Horrible Bosses,English,Comedy|Crime,394,341,39776,Color,USA,5,R,35000000,2011,106,368819,6.9,2.35,6600,31000,3700,93,18000
Identity Thief,English,Comedy|Crime,235,275,28758,Color,USA,2,R,35000000,2013,111,103047,5.7,2.35,4100,17000,3700,93,7300
Spy Kids,English,Action|Adventure|Comedy|Family|Sci-Fi,205,120,23526,Color,USA,2,PG,35000000,2001,88,88870,5.4,1.85,5700,1200,2800,2600,8900
Saving Mr. Banks,English,Biography|Comedy|Drama|Family|Music,317,413,34270,Color,USA,2,PG-13,35000000,2013,125,125804,7.5,2.35,6400,39000,3900,110,15000
Trainwreck,English,Comedy|Drama|Romance,333,346,8114,Color,Japan,0,R,35000000,2015,125,106583,6.3,2.35,2800,26000,516,2100,3800
Star Trek: The Motion Picture,English,Adventure|Mystery|Sci-Fi,417,134,21790,Color,USA,2,G,35000000,1979,132,67173,6.4,2.35,4100,4500,1200,389,12000
What Happens in Vegas...,,Documentary|History,,,73,,,1,,,,23,7,7.3,,,0,,,73
21,English,Crime|Drama|Thriller,284,142,29705,Color,USA,2,PG-13,35000000,2008,123,198510,6.8,2.35,5000,7400,2600,126,18000
Cape Fear,English,Crime|Thriller,272,123,34759,Color,USA,2,R,35000000,1991,128,135323,7.3,2.35,2900,5200,2500,17000,22000
The English Patient,English,Drama|Romance|War,465,117,31559,Color,USA,0,R,27000000,1996,162,149938,7.4,1.85,8700,7600,3900,340,14000
Hotel for Dogs,English,Comedy|Family,58,105,13652,Color,USA,4,PG,35000000,2009,100,17316,5.4,1.85,3000,1100,1400,88,4500
L.A. Confidential,English,Crime|Drama|Mystery|Thriller,637,185,38274,Color,USA,4,R,35000000,1997,138,439247,8.3,2.35,7400,11000,4200,277,18000
Guess Who,English,Comedy|Romance,162,105,15348,Color,USA,2,PG-13,35000000,2005,105,35026,5.9,1.85,4300,948,1100,9,8200
This Is 40,English,Comedy|Romance,251,287,20267,Color,USA,2,R,35000000,2012,134,108224,6.2,2.35,4800,18000,4700,2100,7500
In & Out,English,Comedy|Romance,140,84,31260,Color,USA,0,PG-13,35000000,1997,90,33535,6.3,1.85,3000,2100,1700,1100,20000
Sky High,English,Adventure|Comedy|Family|Sci-Fi,223,127,14806,Color,USA,7,PG,35000000,2005,100,65058,6.2,2.35,3600,1800,1700,44,6500
A Nightmare on Elm Street,English,Horror,687,264,45368,Color,USA,1,R,1800000,1984,91,160211,7.5,1.85,2100,11000,973,6400,40000
The Cell,English,Horror|Sci-Fi|Thriller,681,230,15203,Color,USA,1,R,33000000,2000,107,82933,6.3,2.35,3600,4400,2600,769,4900
Species,English,Action|Horror|Sci-Fi|Thriller,142,100,14321,Color,USA,0,R,35000000,1995,108,63674,5.8,2.35,2800,1600,2600,83,3500
The Benchwarmers,English,Action|Comedy|Family|Sport,215,90,18668,Color,USA,2,PG-13,33000000,2006,80,42278,5.6,1.85,2100,1200,1200,230,11000
Secretariat,English,Biography|Drama|Family|History|Sport,136,160,21221,Color,USA,0,PG,35000000,2010,123,21923,7.2,2.35,3200,9800,2500,132,8800
The Man in the Iron Mask,English,Action|Adventure,247,84,51169,Color,USA,1,PG-13,35000000,1998,132,132315,6.5,1.85,8800,3200,5200,132,29000
Friends with Benefits,English,Comedy|Romance,201,237,32828,Color,USA,2,R,35000000,2011,109,286810,6.6,2.35,5100,41000,3100,85,15000
Neighbors 2: Sorority Rising,English,Comedy,162,200,51782,Color,USA,0,R,35000000,2016,92,76693,5.7,2.35,8100,6000,7400,91,17000
Radio,English,Biography|Drama|Sport,200,76,10310,Color,USA,1,PG,35000000,2003,109,33430,6.9,1.85,2200,3100,1600,25,2900
Old Dogs,English,Comedy|Family,121,124,61889,Color,USA,2,PG,35000000,2009,88,32239,5.4,1.85,4600,2400,2000,12,49000
TMNT,English,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,214,189,29978,Color,Hong Kong,0,PG,34000000,2007,87,55203,6.3,2.35,4000,1300,3600,14,11000
Malcolm X,English,Biography|Drama|History|Romance,161,62,24234,Color,USA,0,PG-13,33000000,1992,202,67813,7.7,1.85,1600,3800,1400,1600,19000
Underworld: Rise of the Lycans,English,Action|Adventure|Fantasy|Sci-Fi|Thriller,177,165,12173,Color,USA,1,R,35000000,2009,92,129848,6.6,2.35,2600,2900,2500,151,4800
Must Love Dogs,English,Comedy|Romance,265,119,18929,Color,USA,2,PG-13,30000000,2005,98,26956,5.9,2.35,3400,1600,2500,31,5600
Poltergeist,English,Fantasy|Horror|Thriller,330,225,4090,Color,USA,0,PG,10700000,1982,114,112941,7.4,2.35,805,12000,756,380,975
License to Wed,English,Comedy|Romance,120,116,58330,Color,USA,3,PG-13,35000000,2007,91,33367,5.3,2.35,2200,932,2100,57,49000
Donnie Brasco,English,Biography|Crime|Drama,237,118,61486,Color,USA,2,R,35000000,1997,127,235259,7.8,2.35,15000,9200,2500,183,40000
Max Payne,English,Action|Crime|Drama|Mystery|Thriller,401,228,34232,Color,Canada,1,PG-13,35000000,2008,100,110889,5.4,2.35,8900,2300,3200,213,15000
Resident Evil,English,Action|Horror|Sci-Fi,1149,229,18248,Color,UK,1,R,33000000,2002,100,212316,6.7,1.85,2300,5700,784,569,14000
The Ladykillers,English,Comedy|Crime|Thriller,402,193,45914,Color,USA,1,R,35000000,2004,104,87419,6.2,1.85,15000,2500,2500,1000,24000
The Nativity Story,English,Drama|Family|Fantasy,204,122,8533,Color,USA,0,PG,30000000,2006,101,8549,6.8,2.35,1500,2900,1500,312,3200
The Wedding Date,English,Comedy|Romance,252,102,15924,Color,USA,0,PG-13,15000000,2005,90,40625,6.1,1.85,3400,2500,1000,6,9800
The Back-up Plan,English,Comedy|Romance,97,146,22948,Color,USA,0,PG-13,35000000,2010,104,42572,5.3,2.35,5900,5200,3600,16,7300
In Time,English,Action|Sci-Fi|Thriller,470,364,38241,Color,USA,1,PG-13,40000000,2011,109,319285,6.7,2.35,10000,53000,4100,490,20000
Hit the Floor,English,Drama|Romance,13,3,5185,Color,USA,4,,,,60,1896,7.1,16,903,270,636,,1700
J. Edgar,English,Biography|Crime|Drama|Romance,282,396,43116,Color,USA,0,R,35000000,2011,137,107315,6.6,2.35,6000,17000,3500,17000,29000
Hot Pursuit,English,Action|Comedy|Crime,128,162,13910,Color,USA,2,PG-13,35000000,2015,87,39118,5.1,2.35,3900,6700,1900,104,5100
Concussion,English,Biography|Drama|Sport,157,232,24125,Color,UK,0,PG-13,35000000,2015,123,61426,7.1,2.35,2400,24000,2400,15,10000
Closer,English,Drama|Romance,912,211,41428,Color,USA,2,R,27000000,2004,104,175113,7.3,1.85,8100,13000,7200,2500,20000
Black Knight,English,Adventure|Comedy|Fantasy,164,45,4761,Color,USA,1,PG-13,50000000,2001,95,32203,4.8,2.35,1000,1300,696,19,2100
Street Fighter,English,Action|Adventure|Comedy|Thriller,287,61,18805,Color,Japan,1,PG-13,35000000,1994,102,55227,3.8,2.35,3300,2600,2300,135,9600
The Bad News Bears,English,Comedy|Drama|Family|Sport,93,41,4274,Color,USA,4,PG,,1976,102,17104,7.3,1.85,1200,2100,323,26,2300
The Pianist,English,Biography|Drama|War,778,195,6204, Black and White,France,0,R,35000000,2002,150,542187,8.5,1.85,396,22000,346,2200,5100
House of Wax,English,Horror,579,228,13942,Color,Australia,0,R,30000000,2005,108,98568,5.3,1.85,3800,3400,3100,223,4800
From Hell,English,Horror|Mystery|Thriller,545,202,46244,Color,USA,1,R,35000000,2001,122,129816,6.8,2.35,1900,5400,1300,120,40000
Mirrors,English,Horror|Mystery,236,210,12300,Color,USA,0,R,35000000,2008,110,90221,6.2,2.35,3200,5200,1700,194,4100
Queen of the Damned,English,Drama|Fantasy|Horror,701,137,5375,Color,USA,2,R,35000000,2002,101,45707,5.3,2.35,1100,3800,780,48,1200
Nanny McPhee Returns,English,Comedy|Family|Fantasy,59,95,26372,Color,UK,6,PG,35000000,2010,109,21106,6.1,2.35,5900,2200,5500,30,6400
